Record Type,Internal Name,Display Name,Category,Base Class,Spawn Status,NPC Slots,Runtime Slot Overrides,Life Max,Damage,Defense,NPC.boss,Friendly,Town NPC,Rule Method,Rule Weight,Progression,Biome,Depth,Time,Random Gate,Water,Conditions,Source File,Source Line
NPC Spawn Rule,ArmoredWraith,Unarmored Wraith,Enemies,ModNPC,Natural spawn rules,1,—,75,48,25,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Player.ZoneMeteor && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight)) && (!(spawnInfo.Player.ZoneMeteor && !Main.dayTime && spawnInfo.Player.ZoneDirtLayerHeight)) && (!(spawnInfo.Player.ZoneMeteor && !Main.dayTime && spawnInfo.Player.ZoneRockLayerHeight)),NPCs/Enemies/ArmoredWraith.cs,51
NPC,Artorias,Artorias,Bosses,PuppetNPC,No natural spawn method,1,—,250000,0,75,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/Artorias.cs,25
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,1f,Hardmode + SuperHardmode,Jungle,Any / condition-defined depth,Night,1/140,Unspecified,(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140)),NPCs/Enemies/Assassin.cs,96
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,1f,Hardmode + SuperHardmode,Jungle,Any / condition-defined depth,Night,1/200,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200)),NPCs/Enemies/Assassin.cs,101
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,1f,Hardmode + SuperHardmode,Jungle,Any / condition-defined depth,Day,1/300,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300)),NPCs/Enemies/Assassin.cs,106
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,1f,Hardmode + SuperHardmode,Hallow + Snow + Desert + Dungeon,Any / condition-defined depth,Day and night / unspecified,1/200,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200)),NPCs/Enemies/Assassin.cs,111
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,1f,Hardmode + SuperHardmode,General / Custom,Surface,Night,1/300,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300)),NPCs/Enemies/Assassin.cs,116
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,(0.001f) * (2),SuperHardmode,General / Custom,Underground or Caverns,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300))) && (tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneDirtLayerHeight) && (spawnInfo.Player.ZoneRockLayerHeight) && (Main.bloodMoon),NPCs/Enemies/Assassin.cs,137
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,0.001f,SuperHardmode,General / Custom,Underground or Caverns,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300))) && (tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneDirtLayerHeight) && (spawnInfo.Player.ZoneRockLayerHeight) && (!(Main.bloodMoon)),NPCs/Enemies/Assassin.cs,137
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,(0.002f) * (2),SuperHardmode,General / Custom,Underground,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300))) && (tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneDirtLayerHeight) && (!(spawnInfo.Player.ZoneRockLayerHeight)) && (Main.bloodMoon),NPCs/Enemies/Assassin.cs,137
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,0.002f,SuperHardmode,General / Custom,Underground,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300))) && (tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneDirtLayerHeight) && (!(spawnInfo.Player.ZoneRockLayerHeight)) && (!(Main.bloodMoon)),NPCs/Enemies/Assassin.cs,137
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,(0.001f) * (2),SuperHardmode,General / Custom,Caverns,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300))) && (tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (spawnInfo.Player.ZoneRockLayerHeight) && (Main.bloodMoon),NPCs/Enemies/Assassin.cs,137
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,0.001f,SuperHardmode,General / Custom,Caverns,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300))) && (tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (spawnInfo.Player.ZoneRockLayerHeight) && (!(Main.bloodMoon)),NPCs/Enemies/Assassin.cs,137
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,(0f) * (2),SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300))) && (tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (!(spawnInfo.Player.ZoneRockLayerHeight)) && (Main.bloodMoon),NPCs/Enemies/Assassin.cs,137
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,0f,SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300))) && (tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (!(spawnInfo.Player.ZoneRockLayerHeight)) && (!(Main.bloodMoon)),NPCs/Enemies/Assassin.cs,137
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,(0f) * (2),Pre-Hardmode + Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300))) && (!(tsorcRevampWorld.SuperHardMode)) && (Main.bloodMoon),NPCs/Enemies/Assassin.cs,137
NPC Spawn Rule,Assassin,Assassin,Enemies,ModNPC,Natural spawn rules,1,—,2000,80,60,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(140))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(200))) && (!(Main.hardMode && Main.dayTime && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson && Main.rand.NextBool(300))) && (!(Main.hardMode && (spawnInfo.Player.ZoneDungeon || spawnInfo.Player.ZoneHallow || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneUndergroundDesert || spawnInfo.Player.ZoneDesert) && Main.rand.NextBool(200))) && (!(Main.hardMode && !Main.dayTime && spawnInfo.Player.ZoneOverworldHeight && Main.rand.NextBool(300))) && (!(tsorcRevampWorld.SuperHardMode)) && (!(Main.bloodMoon)),NPCs/Enemies/Assassin.cs,137
NPC,Attraidies,Attraidies,Bosses,ModNPC,No natural spawn method,10,—,400000,0,25,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Okiku/FinalForm/Attraidies.cs,23
NPC,AttraidiesApparition,Attraidies,Special,ModNPC,No natural spawn method,5,—,80000,—,10,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Special/AttraidiesApparition.cs,8
NPC,AttraidiesFragment,Attraidies Fragment,Bosses,ModNPC,No natural spawn method,10,—,1500,—,25,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/Okiku/FinalForm/AttraidiesFragment.cs,12
NPC Spawn Rule,AttraidiesIllusion,Attraidies Illusion,Enemies,ModNPC,Natural spawn rules,5,—,400,0,10,No,No,No,SpawnChance,.00525f,Pre-Hardmode,Dungeon + Underworld,Caverns or Underworld,Day and night / unspecified,—,Unspecified,(spawnInfo.Player.ZoneDungeon && NPC.CountNPCS(ModContent.NPCType<AttraidiesIllusion>()) < 1 && NPC.CountNPCS(ModContent.NPCType<AttraidiesManifestation>()) < 1 && NPC.CountNPCS(ModContent.NPCType<JungleWyvernJuvenile.JungleWyvernJuvenileHead>()) < 1 && NPC.CountNPCS(ModContent.NPCType<DungeonMage>()) < 1) && (!Main.hardMode) && (spawnInfo.Player.ZoneUnderworldHeight && !Main.hardMode && !NPC.AnyNPCs(ModContent.NPCType<AttraidiesIllusion>())) && (spawnInfo.Player.ZoneRockLayerHeight && Main.hardMode && !tsorcRevampWorld.SuperHardMode),NPCs/Enemies/AttraidiesIllusion.cs,66
NPC Spawn Rule,AttraidiesIllusion,Attraidies Illusion,Enemies,ModNPC,Natural spawn rules,5,—,400,0,10,No,No,No,SpawnChance,.033f,Pre-Hardmode,Dungeon + Underworld,Underworld,Day and night / unspecified,—,Unspecified,(spawnInfo.Player.ZoneDungeon && NPC.CountNPCS(ModContent.NPCType<AttraidiesIllusion>()) < 1 && NPC.CountNPCS(ModContent.NPCType<AttraidiesManifestation>()) < 1 && NPC.CountNPCS(ModContent.NPCType<JungleWyvernJuvenile.JungleWyvernJuvenileHead>()) < 1 && NPC.CountNPCS(ModContent.NPCType<DungeonMage>()) < 1) && (!Main.hardMode) && (spawnInfo.Player.ZoneUnderworldHeight && !Main.hardMode && !NPC.AnyNPCs(ModContent.NPCType<AttraidiesIllusion>())) && (!(spawnInfo.Player.ZoneRockLayerHeight && Main.hardMode && !tsorcRevampWorld.SuperHardMode)),NPCs/Enemies/AttraidiesIllusion.cs,66
NPC Spawn Rule,AttraidiesIllusion,Attraidies Illusion,Enemies,ModNPC,Natural spawn rules,5,—,400,0,10,No,No,No,SpawnChance,.00525f,Pre-Hardmode,Dungeon,Caverns,Day and night / unspecified,—,Unspecified,(spawnInfo.Player.ZoneDungeon && NPC.CountNPCS(ModContent.NPCType<AttraidiesIllusion>()) < 1 && NPC.CountNPCS(ModContent.NPCType<AttraidiesManifestation>()) < 1 && NPC.CountNPCS(ModContent.NPCType<JungleWyvernJuvenile.JungleWyvernJuvenileHead>()) < 1 && NPC.CountNPCS(ModContent.NPCType<DungeonMage>()) < 1) && (!Main.hardMode) && (!(spawnInfo.Player.ZoneUnderworldHeight && !Main.hardMode && !NPC.AnyNPCs(ModContent.NPCType<AttraidiesIllusion>()))) && (spawnInfo.Player.ZoneRockLayerHeight && Main.hardMode && !tsorcRevampWorld.SuperHardMode),NPCs/Enemies/AttraidiesIllusion.cs,66
NPC Spawn Rule,AttraidiesIllusion,Attraidies Illusion,Enemies,ModNPC,Natural spawn rules,5,—,400,0,10,No,No,No,SpawnChance,.02f,Pre-Hardmode,Dungeon,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(spawnInfo.Player.ZoneDungeon && NPC.CountNPCS(ModContent.NPCType<AttraidiesIllusion>()) < 1 && NPC.CountNPCS(ModContent.NPCType<AttraidiesManifestation>()) < 1 && NPC.CountNPCS(ModContent.NPCType<JungleWyvernJuvenile.JungleWyvernJuvenileHead>()) < 1 && NPC.CountNPCS(ModContent.NPCType<DungeonMage>()) < 1) && (!Main.hardMode) && (!(spawnInfo.Player.ZoneUnderworldHeight && !Main.hardMode && !NPC.AnyNPCs(ModContent.NPCType<AttraidiesIllusion>()))) && (!(spawnInfo.Player.ZoneRockLayerHeight && Main.hardMode && !tsorcRevampWorld.SuperHardMode)),NPCs/Enemies/AttraidiesIllusion.cs,66
NPC Spawn Rule,AttraidiesIllusion,Attraidies Illusion,Enemies,ModNPC,Natural spawn rules,5,—,400,0,10,No,No,No,SpawnChance,.00525f,Pre-Hardmode,Dungeon + Underworld,Caverns or Underworld,Day and night / unspecified,—,Unspecified,(spawnInfo.Player.ZoneDungeon && NPC.CountNPCS(ModContent.NPCType<AttraidiesIllusion>()) < 1 && NPC.CountNPCS(ModContent.NPCType<AttraidiesManifestation>()) < 1 && NPC.CountNPCS(ModContent.NPCType<JungleWyvernJuvenile.JungleWyvernJuvenileHead>()) < 1 && NPC.CountNPCS(ModContent.NPCType<DungeonMage>()) < 1) && (!(!Main.hardMode)) && (spawnInfo.Player.ZoneUnderworldHeight && !Main.hardMode && !NPC.AnyNPCs(ModContent.NPCType<AttraidiesIllusion>())) && (spawnInfo.Player.ZoneRockLayerHeight && Main.hardMode && !tsorcRevampWorld.SuperHardMode),NPCs/Enemies/AttraidiesIllusion.cs,66
